start	end	text
290400	295220	a wheezy sound, and when I listened to her chest with a stethoscope, I could hear crackly
295220	299560	sounds on both sides that told me that she was in congestive heart failure.
299560	303160	This is a condition in which the heart fails, and instead of being able to pump all the
303160	306040	blood forward, some of the blood backs up into the lungs.
306040	309560	The lungs fill up with blood, and that's why you have shortness of breath.
309560	311360	And that wasn't a difficult diagnosis to make.
311360	314360	I made it, and I set to work treating her.
314360	315480	I gave her aspirin.
315480	317760	I gave her medications to relieve the strain on her heart.
317760	323000	I gave her medications that we call diuretics, water pills, to get her to pee out the excess
323000	324300	fluid.
324300	328440	And over the course of the next hour and a half or two, she started to feel better, and
328440	330720	I felt really good.
330720	334520	And that's when I made my first mistake.
334520	336840	I sent her home.
336840	339060	Actually I made two more mistakes.
339060	343120	I sent her home without speaking to my attending.
343120	347000	I didn't pick up the phone and do what I was supposed to do, which was to call my attending
347000	351160	and run the story by him so he would have a chance to see her for himself.
351160	352160	And he knew her.
352160	356400	He would have been able to furnish additional information about her.
356400	358520	Maybe I did it for a good reason.
358520	360860	Maybe I didn't want to be a high maintenance resident.
360860	366380	Maybe I wanted to be so successful and so able to take responsibility that I would do
366380	369780	so and I would be able to take care of my attending's patients without even having to
369780	371980	contact him.
371980	375400	The second mistake that I made was worse.
375400	379860	In sending her home, I disregarded a little voice deep down inside that was trying to
379860	382740	tell me, Goldman, not a good idea.
382740	384320	Don't do this.
384320	389460	In fact, so lacking in confidence was I that I actually asked the nurse who was looking
389460	394140	after Mrs. Drucker, do you think it's okay if she goes home?
394140	398400	And the nurse thought about it and said, very matter of factly, yeah, I think she'll do okay.
398400	401100	I can remember that like it was yesterday.
401100	404420	And so I signed the discharge papers and an ambulance came.
404420	406220	Paramedics came to take her home.
406220	409540	And I went back to my work on the wards.
409540	415000	All the rest of that day, that afternoon, I had this kind of gnawing feeling inside
415000	416620	my stomach.
416620	420780	But I carried on with my work and at the end of the day, I packed up to leave the hospital
420780	425620	and walk to the parking lot to take my car and drive home.
425620	430460	When I did something that I don't usually do, I walked through the emergency department
430460	432460	on my way home.
432460	436660	And it was there that another nurse, not the nurse who was looking after Mrs. Drucker before,
436660	443120	but another nurse said three words to me that are the three words that most emergency physicians
443120	445040	I know dread.
445040	448800	Others in medicine dread them as well, but there's something particular about emergency
448800	452800	medicine because we see patients so fleetingly.
452800	459680	The three words are do, you, remember.
459680	462220	Do you remember that patient you sent home?
462220	465160	The other nurse asked matter of factly.
465160	468680	She's back in just that tone of voice.
468680	470120	She was back all right.
470120	473840	She was back in near death.
473840	478520	About an hour after she had arrived home, after I'd sent her home, she collapsed and
478520	482640	her family called 911 and the paramedics brought her back to the emergency department where
482640	487600	she had a blood pressure of 50, which is in severe shock and she was barely breathing
487600	488960	and she was blue.
488960	493400	And the emergency staff pulled out all the stops, they gave her medications to raise
493400	497360	her blood pressure, they put her on a ventilator.
497360	504400	And I was shocked and shaken to the core and I went through this roller coaster because
504400	508480	after they stabilized her, she went to the intensive care unit and I hoped against hope
508480	510560	that she would recover.
510560	514200	And over the next two or three days, it was clear that she was never going to wake up.
514200	517920	She had irreversible brain damage.
517920	522400	And the family gathered and over the course of the next eight or nine days, they resigned
522400	527000	themselves to what was happening at about the nine day mark they let her go.
527000	534600	Mrs. Drucker, a wife, a mother, and a grandmother.
534600	539160	They say you never forget the names of those who die, and that was my first time to be
539160	541600	acquainted with that.
541600	548600	Over the next few weeks, I beat myself up and I experienced for the first time the unhealthy
548600	555300	shame that exists in our culture of medicine, where I felt alone, isolated, not feeling
555300	559260	the healthy kind of shame that you feel because you can't talk about it with your colleagues.
559260	563420	You know that healthy kind when you betray a secret that a best friend made you promise
563420	569060	never to reveal and you get busted and then your best friend confronts you and you have
569060	572940	terrible discussions, but at the end of it all, that sick feeling guides you and you
572940	576820	say, you know, I'll never make that mistake again and you make amends and you never make
576820	578220	that mistake again.
578220	581620	That's the kind of shame that is a teacher.
581620	585380	The unhealthy shame I'm talking about is the one that makes you so sick inside.
585380	593020	It is the one that says, not that what you did was bad, but that you were bad.
593020	597220	And it was what I was feeling and, you know, it wasn't because of my attending.
597220	598220	He was a doll.
598220	601500	He talked to the family and I'm quite sure he smoothed things over and made sure that
601500	604300	I didn't get sued.
604300	606940	And I kept asking myself these questions.
606940	608940	Why didn't I ask my attending?
608940	610420	Why did I send her home?
610420	615220	And then at my worst moments, why, why did I make such a stupid mistake?
615220	617620	Why did I go into medicine?
617620	620860	Slowly but surely it lifted.
620860	625100	I began to feel a bit better and, and you know, on a cloudy day there was a crack in
625100	629620	the clouds and the sun started to come out and I wondered, you know, maybe I could feel
629620	630700	better again.
630700	639580	And I made myself a bargain, you know, that if only I redoubled my efforts to be perfect
639820	643180	and never make another mistake again, please make the voices stop.
643180	645380	And they did.
645380	650260	And I went back to work and then it happened again.
650260	653860	Two years later, I was an attending in the emergency department at a community hospital
653860	658420	just north of Toronto and I saw a 25 year old man with a sore throat who was busy.
658420	660020	I was in a bit of a hurry.
660020	662180	He kept pointing here.
662180	663180	I looked at his throat.
663180	667060	It was a little bit pink and I gave him a prescription for penicillin and sent him on
667060	668420	his way.
668420	672860	And even as he was walking out the door, it was still sort of pointing to his throat.
672860	677700	And two days later I came to do my next emergency shift and that's when my chief asked to speak
677700	686140	to me quietly in her office and, and she said the three words, do you remember, do you remember
686140	688340	that patient you saw with the sore throat?
688340	691500	Well, it turns out he didn't have a strep throat.
691500	695780	He had a potentially life threatening condition called epiglottitis.
695780	699660	You can Google it, but it's an infection, not of the throat, but of the upper airway
699660	702900	and it can actually cause the airway to close.
702900	705360	And you know, fortunately he didn't die.
705360	711240	He was placed on intravenous antibiotics and he recovered after a few days.
711240	718140	And I went through the same period of shame and recriminations and felt cleansed and went
718140	724260	back to work until it happened again and again and again.
724260	727740	Twice in one emergency shift I missed appendicitis.
727740	732680	Now that takes some doing, especially when you work in a hospital that at the time saw
732680	735620	about 14 people at night.
735620	739260	Now in both cases, you know, I didn't send them home and I don't think there was any
739260	740260	gap in their care.
740260	742060	One I thought had a kidney stone.
742060	744340	I ordered a kidney x-ray when it turned out to be normal.
744340	748180	My colleague who, who was doing a reassessment of the patient noticed some tenderness in
748180	750280	the right lower quadrant and called the surgeons.
750280	751820	The other one had a lot of diarrhea.
751820	758380	I ordered some fluids to rehydrate him and asked my colleague to reassess him and he
758380	759380	did.
759380	762060	And when he noticed some tenderness in the right lower quadrant called the surgeons.
762060	767220	So in both cases they had their operations and they did okay.
767220	770880	But each time they were gnawing at me, eating at me.
770880	774980	And I'd like to be able to say to you that my worst mistakes only happened in the first
774980	780780	five years of practice, as many of my colleagues say, which is total BS.
780780	786780	Some of my doozies have been in the last five years.
786780	789580	Alone, ashamed and unsupported.
789580	791500	Here's the problem.
791500	798780	If I can't come clean and, and, and, and talk about my mistakes, if I can't find the still
798780	803780	small voice that tells me what really happened, how can I share it with my colleagues?
803780	810260	How can I teach them about what I did so that they don't do the same thing?
810260	813940	If I were to walk into a room, like right now I'm telling, I have no idea what you think
813940	815220	of me.
815220	818820	When was the last time you heard about somebody talk about failure after failure after failure?
818820	823460	Oh yeah, you go to a cocktail party and you might hear about some other doctor, but you're
823460	826940	not going to hear somebody talking about their own mistakes.
826940	831140	If I were to walk into a room filled with my colleagues and ask for their support right
831140	835220	now and start to tell what I've just told you right now, I probably wouldn't get through
835220	840100	two of those stories before they would start to get really uncomfortable.
840100	846060	Somebody would crack a joke, they changed the subject and we would move on.
846060	850780	And in fact, if I knew and my colleagues knew that one of my orthopedic colleagues took
850780	855700	off the wrong leg in my hospital, believe me, I'd have trouble making eye contact with
855700	857740	that person.
857740	859140	That's the system that we have.
859140	861860	It's a complete denial of mistakes.
861860	868100	It's a system in which there are two kinds of positions.
868100	872140	Those who make mistakes and those who don't.
872140	875620	Those who can't handle sleep deprivation and those who can.
875620	880020	Those who have lousy outcomes and those who have great outcomes.
880020	885780	And it's almost like an immunological reaction, like the antibodies begin to attack that person
885780	891900	and we have this idea that if we drive the people who make mistakes out of medicine,
891900	896140	what will we be left with but a safe system?
896180	899020	But there are two problems with that.
899020	905220	In my 20 years or so of medical broadcasting and journalism, I've made a personal study
905220	909260	of medical malpractice and medical errors to learn everything I can from one of the
909260	914080	first articles I wrote for the Toronto Star to my show White Coat Black Art.
914080	918740	And what I've learned is that errors are absolutely ubiquitous.
918740	925160	We live in a, we work in a system where errors happen every day, where one in ten medications
925200	929600	are either the wrong medication given in hospital or at the wrong dosage, where hospital-acquired
929600	935320	infections are getting more and more numerous, causing havoc and death.
935320	941320	In this country, as many as 24,000 Canadians die of preventable medical errors.
941320	945280	In the United States, the Institute of Medicine pegged it at 100,000.
945280	950040	In both cases, these are gross underestimates because we really aren't ferreting out the
950040	952880	problem as we should.
952880	960580	And here's the thing, in a hospital system where medical knowledge is doubling every
960580	963400	two or three years, we can't keep up with it.
963400	966480	Sleep deprivation is absolutely pervasive.
966480	968240	We can't get rid of it.
968240	972920	We have our cognitive biases so that I can take a perfect history on a patient with chest
972920	977200	pain, now take the same patient with chest pain, make them moist and garrulous and put
977200	981720	a little bit of alcohol on their breath, and suddenly my history is laced with contempt.
981760	983680	I don't take the same history.
983680	984680	I'm not a robot.
984680	988640	I don't do things the same way each time, and my patients aren't cars.
988640	991600	They don't tell me their symptoms in the same way each time.
991600	994320	Given all of that, mistakes are inevitable.
994320	1001800	So if you take the system as I was taught and weed out all the error-prone health professionals,
1001800	1007000	well, there won't be anybody left.
1007960	1013400	You know that business about people not wanting to talk about their worst cases?
1013400	1018240	On my show on White Coat Black Arrow, I made it a habit of saying, here's my worst mistake.
1018240	1023760	I would say to everybody from paramedics to the chief of cardiac surgery, here's my worst
1023760	1026480	mistake, blah, blah, blah, blah, blah, what about yours?
1026480	1031920	And I would point the microphone towards them, and their pupils would dilate, and they would
1031920	1032920	recoil.
1032960	1037960	They would look down and swallow hard and start to tell me their stories.
1037960	1039600	They want to tell their stories.
1039600	1040960	They want to share their stories.
1040960	1044720	They want to be able to say, look, don't make the same mistake I did.
1044720	1047260	What they need is an environment to be able to do that.
1047260	1054760	What they need is a redefined medical culture, and it starts with one physician at a time.
1054760	1061240	The redefined physician is human, knows she's human, accepts it, isn't proud of making mistakes,
1061240	1067480	but strives to learn one thing from what happened that she can teach to somebody else.
1067480	1069480	She shares her experience with others.
1069480	1074480	She's supportive when other people talk about their mistakes, and she points out other people's
1074480	1080960	mistakes, not in a gotcha way, but in a loving, supportive way so that everybody can benefit.
1080960	1086480	And she works in a culture of medicine that acknowledges that human beings run the system,
1086480	1090300	and when human beings run the system, they will make mistakes from time to time.
1090300	1100640	So the system is evolving to create backups that make it easier to detect those mistakes
1100640	1109080	that humans inevitably make, and also fosters in a loving, supportive way places where everybody
1109080	1113820	who is observing in the healthcare system can actually point out things that could be
1113820	1118360	potential mistakes and is rewarded for doing so, and especially people like me when we
1118400	1120840	do make mistakes, we're rewarded for coming clean.
1120840	1130760	My name is Brian Goldman. I am a redefined physician. I'm human. I make mistakes. I'm
1130760	1136600	sorry about that, but I strive to learn one thing that I can pass on to other people.
1136600	1144040	I still don't know what you think of me, but I can live with that. And let me close with
1144040	1149200	three words of my own. I do remember.
