start	end	text
173400	177880	Childhood mortality has come down a factor of 10.
177880	181680	Add to that the cost of food, electricity, transportation, communications have dropped
181680	185520	10 to 1,000 fold.
185520	189840	Steve Pinker has showed us that in fact we're living during the most peaceful time ever
189840	192140	in human history.
192140	197360	And Charles Kenney, that global literacy has gone from 25 percent to over 80 percent in
197360	200020	the last 130 years.
200020	204060	We truly are living in an extraordinary time.
204060	209040	And many people forget this, and we keep setting our expectations higher and higher.
209040	212200	In fact, we redefine what poverty means.
212200	217440	Think of this, in America today, the majority of people under the poverty line still have
217440	222360	electricity, water, toilets, refrigerators, television, mobile phones, air conditioning
222360	224740	and cars.
224740	229060	The wealthiest robber barons of the last century, the emperors on this planet, could have never
229060	234860	dreamed of such luxuries.
234860	242940	Underpinning much of this is technology, and of late, exponentially growing technologies.
242940	247460	My good friend Ray Kurzweil showed that any tool that becomes an information technology
247460	254700	jumps on this curve, on Moore's Law, and experiences price performance doubling every 12 to 24
254700	256180	months.
256180	259600	That's why the cell phone in your pocket is literally a million times cheaper and a thousand
259600	261860	times faster than a supercomputer of the 70s.
261860	263820	Now look at this curve.
263820	266140	This is Moore's Law over the last hundred years.
266140	268520	I want you to notice two things from this curve.
268520	274940	Number one, how smooth it is through good time and bad time, war time and peace time,
274940	278700	recession, depression, and boom time.
278700	283980	This is the result of faster computers being used to build faster computers.
283980	287640	It doesn't slow for any of our grand challenges.
287640	292680	And also, even though it's plotted on a log curve on the left, it's curving upwards.
292680	298180	The rate at which the technology is getting faster is itself getting faster.
298180	304740	And on this curve, riding on Moore's Law, are a set of extraordinarily powerful technologies
304740	306900	available to all of us.
306900	311900	Cloud computing, what my friends at Autodesk call infinite computing, sensors and networks,
311900	316500	robotics, 3D printing, which is the ability to democratize and distribute personalized
316500	323980	production around the planet, synthetic biology, fuels, vaccines and foods, digital medicine,
323980	326420	nanomaterials and AI.
326420	331740	How many of you saw the winning of Jeopardy by IBM's Watson?
331740	332740	That was epic.
332740	338220	In fact, I scoured the headlines looking for the best headline in the newspaper I could
338220	342820	and I love this, Watson vanquishes human opponents.
342820	344980	Jeopardy is not an easy game.
344980	347620	It's about the nuance of human language.
347620	352340	And imagine if you would, AIs like this on the cloud available to every person with a
352340	355680	cell phone.
355680	360220	Four years ago here at TED, Ray Kurzweil and I started a new university called Singularity
360220	361540	University.
361540	366660	And we teach our students all of these technologies, in particular, how they can be used to solve
366660	369700	humanity's grand challenges.
369700	375220	And every year we ask them to start a company or product or service that can affect positively
375220	379460	the lives of a billion people within a decade.
379460	380460	Think about that.
380460	385180	The fact that literally a group of students can touch the lives of a billion people today.
385180	387660	30 years ago that would have sounded ludicrous.
387660	392380	Today we can point at dozens of companies that have done just that.
393380	399980	So when I think about creating abundance, it's not about creating a life of luxury for
399980	401220	a planet.
401220	404540	It's about creating a life of possibility.
404540	409340	It is about taking that which was scarce and making it abundant.
409340	417840	You see, scarcity is contextual and technology is a resource liberating force.
417840	420220	Let me give you an example.
420220	424500	So this is a story of Napoleon III in the mid-1800s.
424500	427220	He's the dude on the left.
427220	432180	He invited over to dinner the King of Siam.
432180	436700	All of Napoleon's troops were fed with silver utensils.
436700	438260	Napoleon himself with gold utensils.
438260	442580	But the King of Siam, he was fed with aluminum utensils.
442580	450200	You see, aluminum was the most valuable metal on the planet, worth more than gold and platinum.
450200	455000	It's the reason that the tip of the Washington Monument is made of aluminum.
455000	461920	You see, even though aluminum is 8.3% of the earth by mass, it doesn't come as a pure metal.
461920	465380	It's all bound by oxygen and silicates.
465380	471280	But then a technology of electrolysis came along and literally made aluminum so cheap
471280	474200	that we use it with throwaway mentality.
474200	477940	So let's project this analogy going forward.
477940	480900	We think about energy scarcity.
480900	486880	Ladies and gentlemen, we are on a planet that is bathed with 5,000 times more energy than
486880	490100	we use in a year.
490100	496380	Sixteen terawatts of energy hit the earth's surface every 88 minutes.
496380	499940	It's not about being scarce, it's about accessibility.
499940	502100	And there's good news here.
502100	508420	For the first time this year, the cost of solar-generated electricity is 50% that of
508420	513700	diesel-generated electricity in India, 8.8 rupees versus 17 rupees.
513700	516580	The cost of solar dropped 50% last year.
516580	520980	Last month, MIT put out a study showing that by the end of this decade, in the sunny parts
520980	525700	of the United States, solar electricity would be 6 cents a kilowatt hour compared to 15
525700	528700	cents as a national average.
528700	533980	And if we have abundant energy, we also have abundant water.
533980	539260	Now, we talk about water wars.
539260	544820	Do you remember when Carl Sagan turned the Voyager spacecraft back towards the earth
544820	547140	in 1990 after it just passed Saturn?
547140	548140	He took a famous photo.
548140	550380	What was it called?
550380	552740	A pale blue dot.
552740	555380	Because we live on a water planet.
555380	558180	We live on a planet 70% covered by water.
558180	564060	Yes, 97.5% is salt water, 2% is ice, and we fight over a half a percent of the water
564060	565460	on this planet.
565460	567860	But here, too, there is hope.
567860	574460	And there is technology coming online, not 10, 20 years from now, right now.
574460	577300	There's nanotechnology coming on, nanomaterials.
577300	581420	And the conversation I had with Dean Kamen this morning, one of the great DIY innovators
581420	585520	I'd like to share with you, he gave me permission to do so.
585520	589440	This technology, called Slingshot, that many of you may have heard of, it's the size of
589440	591500	a small dorm room refrigerator.
591500	596560	It's able to generate 1,000 liters of clean drinking water a day out of any source, salt
596560	603120	water, polluted water, latrine, at less than 2 cents a liter.
603120	608580	The chairman of Coca-Cola has just agreed to do a major test of hundreds of units of
608580	609920	this in the developing world.
609920	615960	And if that pans out, which of every confidence it will, Coca-Cola will deploy this globally
615960	620280	to 206 countries around the planet.
620280	626860	This is the kind of innovation, empowered by this technology, that exists today.
626860	628560	And we've seen this in cell phones.
628560	633600	My goodness, we're going to hit 70% penetration of cell phones in the developing world by
633600	635840	the end of 2013.
635840	640520	Think about it, that a Maasai warrior on a cell phone in the middle of Kenya has better
640520	645880	mobile com than President Reagan did 25 years ago.
645880	649320	And if they're on a smartphone on Google, they've got access to more knowledge and information
649320	651480	than President Clinton did 15 years ago.
651480	654720	They're living in a world of information and communication abundance that no one could
654720	658160	have ever predicted.
658160	662440	Better than that, the things that you and I spent tens and hundreds of thousands of
662440	670760	dollars for, GPS, HD video and still images, libraries of books and music, medical diagnostic
670760	680600	technology are now literally dematerializing and demonetizing into your cell phone.
680600	685240	Probably the best part of it is what's coming down the pike in health.
685240	689800	Last month, I had the pleasure of announcing with Qualcomm Foundation something called
689800	693200	the $10 million Qualcomm TriQuarter XPRIZE.
693200	697220	We're challenging teams around the world to basically combine these technologies into
697220	702160	a mobile device that you can speak to because it's got AI, you can cough on it, you can
702160	706440	do a finger blood trick, and to win, it needs to be able to diagnose you better than a team
706440	710120	of board certified doctors.
710120	715300	So literally, imagine this device in the middle of the developing world where there are no
715300	716300	doctors.
716300	721340	1.5% of the disease burden and 1.3% of the healthcare workers.
721340	726420	When this device sequences an RNA or DNA virus that it doesn't recognize, it calls the CDC
726420	732180	and prevents the pandemic from happening in the first place.
732180	736940	But here, here is the biggest force for bringing about a world of abundance.
736940	740200	I call it the rising billion.
740200	743040	So the white lines here are population.
743040	746040	We just passed the 7 billion mark on earth.
746040	751280	And by the way, the biggest protection against a population explosion is making the world
751280	753840	educated and healthy.
753840	761440	In 2010, we had just short of 2 billion people online connected.
761440	767080	By 2020, that's going from 2 billion to 5 billion internet users.
767080	772640	Three billion new minds who have never been heard from before are connecting to the global
773240	775240	conversation.
775240	776240	What will these people want?
776240	777240	What will they consume?
777240	778760	What will they desire?
778760	783320	And rather than having economic shutdown, we're about to have the biggest economic injection
783320	784320	ever.
784320	791960	These people represent tens of trillions of dollars injected into the global economy.
791960	796360	And they will get healthier by using a tricorder, and they'll become better educated by using
796360	802860	the Khan Academy, and by literally being able to use 3D printing and infinite computing
802860	806200	more productive than ever before.
806200	814440	So what could 3 billion rising, healthy, educated, productive members of humanity bring to us?
814440	817780	How about a set of voices that have never been heard from before?
817780	822480	What about giving the oppressed, wherever they might be, the voice to be heard and the
822480	825920	voice to act for the first time ever?
825920	828960	What will these 3 billion people bring?
828960	832520	What about contributions we can't even predict?
832520	838160	The one thing I've learned at the XPRIZE is that small teams driven by their passion with
838160	843480	a clearer focus can do extraordinary things, things that large corporations and governments
843480	845760	could only do in the past.
845760	851360	Let me share and close with a story that really got me excited.
851360	853320	There is a program that some of you might have heard of.
853320	855460	It's a game called Foldit.
855500	859260	It came out of the University of Washington in Seattle.
859260	866000	And this is a game where individuals can actually take a sequence of amino acids and figure
866000	869020	out how the protein is going to fold.
869020	871680	And how it folds dictates its structure and its functionality.
871680	875380	It's very important for research and medicine, and up until now, it's been a supercomputer
875380	877680	problem.
877680	882100	And this game has been played by university professors and so forth, and it's literally
882100	886500	hundreds of thousands of people came online and started playing it, and it showed that
886500	891220	in fact today, the human pattern recognition machinery is better at folding proteins than
891220	893260	the best computers.
893260	898740	And when these individuals went and looked at who is the best protein folder in the world,
898740	904220	it wasn't an MIT professor, it wasn't a Caltech student, it was a person from England, from
904220	912620	Manchester, a woman, who during the day was an executive assistant at a rehab clinic,
912620	918100	and at night was the world's best protein folder.
918100	925820	Ladies and gentlemen, what gives me tremendous confidence in the future is the fact that
925820	932020	we are now more empowered as individuals to take on the grand challenges of this planet.
932020	937540	We have the tools with this exponential technology, we have the passion of the DIY innovator,
937540	943600	we have the capital of the techno-philanthropist, and we have three billion new minds coming
943600	950680	online to work with us to solve the grand challenges, to do that which we must do.
950680	953620	We are living into an extraordinary decades ahead.
953620	954620	Thank you.
954620	955620	Thank you.
955620	956120	Thank you.
