start	end	text
166080	170560	developing breasts but she's not getting her period that somebody figures out something's
170560	174720	up here and they do some tests and figure out that instead of having ovaries inside
174720	178600	in a uterus she actually has testes inside and she has a Y chromosome.
178600	182160	Now what's important to understand is you may think of this person as really being male
182160	184600	but they're really not.
184600	188400	Females like males have in our bodies something called the adrenal glands.
188400	192680	They're in the back of our body and the adrenal glands make androgens which are a masculinizing
192680	193840	hormone.
193880	197280	Most females like me, I believe myself to be a typical female, I don't actually know
197280	200480	my chromosomal makeup but I think I'm probably typical.
200480	203020	Most females like me are actually androgen sensitive.
203020	206000	We're making androgens and we're responding to androgens.
206000	211200	The consequence is that somebody like me has actually had a brain exposed to more androgens
211200	214700	than the woman born with testes who has androgen insensitivity syndrome.
214700	216060	So sex is really complicated.
216060	219320	It's not just that intersex people are in the middle of all the sex spectrum.
219320	221740	In some ways they can be all over the place.
221740	226700	For example, a few years ago I got a call from a man who was 19 years old who was born
226700	232320	a boy, raised a boy, had a girlfriend, had sex with his girlfriend, had a life as a guy
232320	236100	and had just found out that he had ovaries and a uterus inside.
236100	240500	What he had was an extreme form of a condition called congenital adrenal hyperplasia.
240500	246340	He had XX chromosomes and in the womb his adrenal glands were in such high gear that
246340	251040	it created essentially a masculine hormonal environment and as a consequence his genitals
251040	254880	were masculinized, his brain was subject to the more typical masculine component of
254880	257600	hormones and he was born looking like a boy.
257600	262160	Nobody suspected anything and it was only when he had reached the age of 19 that he
262160	265920	began to have enough medical problems actually from menstruating internally that doctors
265920	268840	figured out that in fact he was female internally.
268840	273160	Okay, so just one more quick example of a way you can have intersex.
273160	277280	Some people who have XX chromosomes develop what are called ovotustes which is when you
277280	280640	have ovarian tissue with testicular tissue wrapped around it.
280640	282800	We're not exactly sure why that happens.
282800	285680	So sex can come in lots of different varieties.
285680	292720	The reason that children with these kinds of bodies whether it's dwarfism or it's conjoined
292720	298120	twinning or it's an intersex type are often normalized by surgeons is not because it actually
298120	301200	leaves them better off in terms of physical health.
301200	304140	In many cases people are actually perfectly healthy.
304140	308460	The reason they're often subject to various kinds of surgeries is because they threaten
308460	310120	our social categories.
310120	314600	Our system has been based typically on the idea that a particular kind of anatomy comes
314600	316280	with a particular identity.
316280	320040	So we have the concept that what it means to be a woman is to have a female identity.
320040	325400	What it means to be a black person is allegedly to have an African anatomy in terms of your
325400	326680	history.
326680	332680	And so we have this terribly simplistic idea and when we're faced with a body that actually
332680	337880	presents us something quite different it startles us in terms of those categorizations.
337880	341920	So we have a lot of very romantic ideas in our culture about individualism.
341920	344960	And our nation is really founded on a very romantic concept of individualism.
344960	348920	Well you can imagine how startling then it is when you have children who are born who
348920	352320	are two people inside of one body.
352320	356640	Where I ran into the most kind of heat from this most recently was last year when the
356640	360900	South African runner Caster Semenya had her sex called into question at the International
360900	362160	Games in Berlin.
362160	366400	I had a lot of journalists calling me asking me which is the test they're going to run
366400	370560	that will tell us whether or not Caster Semenya is male or female.
370560	373960	And I had to explain to the journalists there isn't such a test.
373960	380160	In fact we now know that sex is complicated enough that we have to admit nature doesn't
380160	384960	draw the line for us between male and female or between male and intersex and female and
384960	386140	intersex.
386140	388760	We actually draw that line on nature.
388760	393960	So what we have is a sort of situation where the farther our science goes the more we have
393960	399120	to admit to ourselves that these categories that we thought of as stable anatomical categories
399120	404960	that mapped very simply to stable identity categories are a lot more fuzzy than we thought.
404960	406920	And it's not just in terms of sex.
406920	411680	It's also in terms of race which turns out to be vastly more complicated than our terminology
411680	412680	has allowed.
412680	416160	As we look we get into all sorts of sort of uncomfortable areas.
416160	422480	We look for example about the fact that we share at least 95% of our DNA with chimpanzees.
422480	427640	What are we to make of the fact that we differ from them only really by a few nucleotides?
427640	431400	And as we get farther and farther with our science we get more and more into a discomforted
431400	436080	zone where we have to acknowledge that the simplistic categories we've had are probably
436080	438240	overly simplistic.
438240	441800	So we're seeing this in all sorts of places in human life.
441800	445040	One of the places we're seeing it for example in our culture today in the United States
445040	448840	today is battles over the beginning of life and the end of life.
448840	453480	We have difficult conversations about at what point we decide a body becomes a human
453480	456660	such that it has a different right than a fetal life.
456660	461200	We have very difficult conversations nowadays probably not out in the open as much as within
461200	464240	medicine about the question of when somebody's dead.
464240	467680	In the past our ancestors never had to struggle so much with this question of when somebody
467680	468680	was dead.
468680	471840	At most they'd stick a feather on somebody's nose and if it twitched they didn't bury them
471840	472840	yet.
472840	474960	If it stopped twitching you buried them.
474960	479520	But today we have a situation where we want to take vital organs out of beings and give
479520	480520	them to other beings.
480520	484680	And as a consequence we're stuck with having to struggle with this really difficult question
484680	486720	about who's dead.
486720	490120	And this leads us to a really difficult situation where we don't have such simple categories
490120	491680	as we've had before.
491680	495920	Now you might think that all this breaking down of categories would make somebody like
495920	497000	me really happy.
497000	498320	I'm a political progressive.
498320	503040	I defend people with unusual bodies but I have to admit to you that it makes me nervous.
503040	507560	Knowing that these categories are really much more unstable than we thought makes me tense.
507560	510760	And it makes me tense from the point of view of thinking about democracy.
510760	514240	So in order to tell you about that tension I have to first admit to you that I'm a huge
514240	516080	fan of the founding fathers.
516080	517520	I know they were racist.
517520	518840	I know they were sexist.
518840	519840	But they were great.
519840	526320	I mean they were so brave and so bold and so radical in what they did that I find myself
526320	530480	watching that cheesy musical 1776 every few years and it's not because of the music which
530480	532000	is totally forgettable.
532000	535920	It's because of what happened in 1776 with the founding fathers.
535920	540400	The founding fathers were from my point of view the original anatomical activists.
540400	542080	And this is why.
542080	546960	What they rejected was an anatomical concept and replaced it with another one that was
546960	550220	radical and beautiful and held us for 200 years.
550220	555380	So as you will recall what our founding fathers were rejecting was a concept of monarchy.
555380	559040	And the monarchy was basically based on a very simplistic concept of anatomy.
559040	563400	The monarchs of the old world didn't have a concept of DNA but they did have a concept
563400	564400	of birthright.
564400	566520	They had a concept of blue blood.
566520	570520	They had the idea that the people who would be in political power should be in political
570520	577360	power because of the blood being passed down from grandfather to father to son and so forth.
577360	582160	The founding fathers rejected that idea and they replaced it with a new anatomical concept
582160	586180	and that concept was all men are created equal.
586180	590620	They leveled that playing field and decided the anatomy that mattered was the commonality
590620	597020	of anatomy not the difference in anatomy and that was a really radical thing to do.
597020	600340	Now they were doing it in part because they were part of an enlightenment system where
600340	606360	two things were growing up together and that was democracy growing up but it was also science
606360	608300	growing up at the same time.
608300	610740	It's really clear if you look at the history of the founding fathers a lot of them were
610740	615460	very interested in science and they were interested in a concept of a naturalistic world.
615460	620620	They were moving away from supernatural explanations and they were rejecting things like a supernatural
620620	626900	concept of power where it transmitted because of a very vague concept of birthright.
626900	630980	They were moving towards a naturalistic concept and if you look for example in the Declaration
630980	635060	of Independence they talk about nature and nature's God.
635060	637140	They don't talk about God and God's nature.
637140	641220	They're talking about the power of nature to tell us who we are.
641220	647100	So as part of that they were coming to us with a concept that was about anatomical commonality
647100	650980	and in doing so they were really setting up in a beautiful way the civil rights movement
650980	651980	for the future.
651980	655140	They didn't think of it that way but they did it for us and it was great.
655140	657280	So what happened years afterwards?
657280	662020	What happened was women for example who wanted the right to vote took the founding fathers
662020	667100	concept of anatomical commonality being more important than anatomical difference and said
667100	671820	the fact that we have a uterus and ovaries is not significant enough in terms of a difference
671820	675840	to mean that we shouldn't have the right to vote, the right to full citizenship, the right
675840	678040	to own property, et cetera, et cetera.
678040	680300	And women successfully argued that.
680300	684580	Next came the successful civil rights movement where we found people like Sojourner Truth,
684580	686920	you know, talking about ain't I a woman.
686920	692500	We find men on the marching lines of the civil rights movement saying I am a man.
692500	698220	Again people of color appealing to a commonality of anatomy over a difference of anatomy.
698220	699340	Again successfully.
699340	702740	We see the same thing with the disability rights movement.
702740	707620	The problem is of course that as we begin to look at all that commonality we have to
707620	710800	begin to question why we maintain certain divisions.
710800	715180	Now mind you I want to maintain some divisions anatomically in our culture.
715180	718860	For example I don't want to give a fish the same rights as a human.
718860	721280	I don't want to say we give up entirely on anatomy.
721400	724840	I don't want to say five year olds should be allowed to consent to sex or consent to
724840	725840	marry.
725840	730320	So there are some anatomical divisions that make sense to me and that I think we should
730320	731320	retain.
731320	735400	But the challenge is trying to figure out which ones they are and why do we retain them
735400	736800	and do they have meaning.
736800	740560	So let's go back to those two beings conceived at the beginning of this talk.
740560	746080	We have two beings both conceived in the middle of 1979 on the exact same day.
746080	749840	Let's imagine one of them, Mary, is born three months prematurely.
749840	752320	So she's born on June 1st, 1980.
752320	756560	Henry by contrast is born a term so he's born on March 1st, 1980.
756560	762020	Simply by virtue of the fact that Mary was born prematurely three months she comes into
762020	765580	all sorts of rights three months earlier than Henry does.
765580	769880	The right to consent to sex, the right to vote, the right to drink.
769880	774460	Henry has to wait for all of that not because he's actually any different in age biologically
774460	777480	except in terms of when he was born.
777480	780640	We find other kinds of weirdness in terms of what their rights are.
780640	783840	Henry by virtue of being assumed to be male, although I haven't told you that he's the
783840	789800	XY one, by virtue of being assumed to be male is now liable to be drafted which Mary does
789800	791600	not have to worry about.
791600	796800	Mary meanwhile cannot in all the states have the same right that Henry has in all the states,
796800	798280	namely the right to marry.
798280	803520	Henry can marry in every state a woman but Mary can only marry today in a few states
803520	804840	a woman.
804840	810260	So we have these anatomical categories that persist that are in many ways sort of problematic
810260	816380	and questionable and the question to me becomes what do we do as our science gets to be so
816380	822440	good in looking at anatomy that we reach the point where we have to admit that a democracy
822440	827260	that's been based on anatomy might start falling apart.
827260	830960	I don't want to give up the science but at the same time it kind of feels sometimes like
830960	833360	the science is coming out from under us.
833360	835320	So where do we go?
835320	839400	It seems like what happens in our culture is a sort of pragmatic attitude.
839400	843000	We have to draw the line somewhere so we will draw the line somewhere but a lot of people
843000	845300	get stuck in a very strange position.
845300	850800	So for example Texas has at one point decided that what it means to marry a man is to mean
850800	854620	that you don't have a Y chromosome and what it means to marry a woman means you do have
854620	855620	a Y chromosome.
855620	858920	Now in practice they don't actually test people for their chromosomes but this is also very
858920	864400	bizarre because of the story I told you at the beginning about androgen sensitivity syndrome.
864400	868660	If we look at one of the founding fathers of modern democracy Dr. Martin Luther King
868660	872080	he offers us something of a solution in his eye of a dream speech.
872080	876300	He says we should judge people based not on the color of their skin but on the content
876300	880800	of their character moving beyond anatomy and I want to say yeah that sounds like a really
880800	883860	good idea but in practice how do you do it?
883860	887120	How do you judge people based on the content of character?
887240	891080	I also want to point out that I'm not sure that is how we should distribute rights in
891080	895240	terms of humans because I have to admit there are some golden retrievers that I know that
895240	898880	are probably more deserving of social services than some humans I know.
898880	902320	I want to also say there are probably also even some yellow Labradors that I know that
902320	906720	are more capable of informed intelligent mature decisions about sexual relations than some
906720	908360	40 year olds that I know.
908360	912760	So how do we operationalize the question of content of character?
912760	918120	It turns out to be really difficult and part of me also wonders what if content of character
918120	924520	turns out to be something that's scannable in the future, able to be seen with an fMRI?
924520	926440	Do we really want to go there?
926440	928000	I'm not sure where we go.
928000	932280	What I do know is that it seems really important to think about the idea of the United States
932280	935360	being in the lead of thinking about this issue of democracy.
935360	939360	We've done a really good job struggling with democracy and I think we would do a good job
939360	940360	in the future.
940360	944600	We don't have the situation that Iran has, for example, where a man who's sexually attracted
944600	949080	to other men is liable to be murdered unless he's willing to submit to a sex change, in
949080	951440	which case he's allowed to live.
951440	953040	We don't have that kind of situation.
953040	957920	I'm glad to say we don't have the kind of situation with a surgeon I talked to a few
957920	962080	years ago who had brought over a set of conjoined twins in order to separate them, partly to
962080	963640	make a name for himself.
963640	966600	But when I was on the phone with him asking why he was going to do the surgery, this was
966600	970600	a very high-risk surgery, his answer was that in this other nation these children were
970600	974040	going to be treated very badly and so he had to do this.
974040	979040	My response to him was, well, have you considered political asylum instead, instead of a separation
979040	980040	surgery?
980040	984440	The United States has offered tremendous possibility for allowing people to be the way they are
984440	988420	without having them to have to be changed for the sake of the state.
988420	990120	So I think we have to be in the lead.
990120	994320	Well, just to close, I want to suggest to you that I've been talking a lot about the
994320	999520	fathers and I want to think about the possibilities of what democracy might look like or might
999520	1002940	have looked like if we had more involved the mothers.
1002940	1007240	And I want to say something a little bit radical for a feminist and that is that I think that
1007240	1011580	there may be different kinds of insights that can come from different kinds of anatomies,
1011580	1014760	particularly when we have people thinking in groups.
1014760	1017640	Now for years, because I've been interested in intersex, I've also been interested in
1017640	1019440	sex difference research.
1019440	1022720	And one of the things I've been really interested in is looking at the differences between males
1022720	1026960	and females in terms of the way they think and operate in the world.
1026960	1032880	And what we know from cross-cultural studies is that females on average, not everyone,
1032880	1038480	but on average are more inclined to be very attentive to complex social relations and
1038480	1043100	to taking care of people who are basically vulnerable within the group.
1043100	1047140	And so if we think about that, we have an interesting situation on our hands.
1047140	1051180	Years ago when I was in graduate school, one of my graduate advisors who knew I was interested
1051180	1055780	in feminism and considered myself a feminist, as I still do, asked a really strange question.
1055780	1059380	He said, tell me what's feminine about feminism.
1059380	1061740	And I thought, well, that's the dumbest question I've ever heard.
1061740	1064500	Feminism is all about undoing stereotypes about gender.
1064500	1066820	So there's nothing feminine about feminism.
1066820	1069940	But the more I thought about his question, the more I thought there might be something
1069940	1071700	feminine about feminism.
1071700	1076940	That is to say, there might be something on average different about female brains from
1077140	1083420	male brains that makes us more attentive to deeply complex social relationships and more
1083420	1086060	attentive to taking care of the vulnerable.
1086060	1091160	So whereas the fathers were extremely attentive to figuring out how to protect individuals
1091160	1096480	from the state, it's possible that if we injected more mothers into this concept, what we would
1096480	1102260	have is more of a concept of not just how to protect, but how to care for each other.
1102260	1106900	And maybe that's where we need to go in the future when we take democracy beyond anatomy
1106900	1111260	is to think less about the individual body in terms of the identity and think more about
1111260	1116460	those relationships so that as we the people try to create a more perfect union, we're
1116460	1118740	thinking about what we do for each other.
1118740	1119620	Thank you.
