start	end	text
310660	311660	I need help.
311660	312660	I can help.
312660	313660	Okay.
313660	314660	Good.
314660	315660	Good.
315660	316660	Awesome.
316660	318980	We've got to figure out which brands.
318980	319980	Yeah.
319980	322120	That's the challenge.
322120	324060	When you look at the people you deal with.
324060	325380	We've got some places we can go.
325380	326380	Okay.
327140	328140	Turn the camera off.
328140	332020	I thought turn the camera off meant let's have an off-the-record conversation.
332020	337220	Turns out it really means we want nothing to do with your movie.
337220	343220	And just like that, one by one, all of these companies suddenly disappeared.
343220	345140	None of them wanted anything to do with this movie.
345140	346500	I was amazed.
346500	348740	They wanted absolutely nothing to do with this project.
348740	351540	I was blown away because I thought the whole concept, the idea of advertising, was to get
351540	355020	your product out in front of as many people as possible, to get to as many people to see
355020	356020	it as possible.
356020	360660	Especially in today's world, this intersection of new media and old media and the fractured
360660	366880	media landscape isn't the idea to get that new buzzworthy delivery vehicle that's going
366880	370100	to get that message to the masses.
370100	371420	That's what I thought.
371420	377700	But the problem was, you see, my idea had one fatal flaw.
377700	380140	And that flaw was this.
380140	382940	Actually, no, that was not the flaw whatsoever.
382940	384500	That wouldn't have been a problem at all.
384980	386620	See, this would have been fine.
386620	388580	But what this image represents was the problem.
388580	399060	See, when you do a Google image search for transparency, this is one of the first images
399060	400220	that comes up.
400220	403340	So I like the way you roll, Sergey Brin.
403340	404340	No.
408340	411300	This, this was the problem, transparency.
411300	417660	Free from pretense or deceit, easily detected or seen through, readily understood, characterized
417660	422340	by visibility or accessibility of information, especially concerning business practices.
422340	425200	That last line being probably the biggest problem.
425200	427380	You see, we hear a lot about transparency these days.
427380	432580	Our politicians say it, our president says it, even our CEOs say it.
432580	436060	But suddenly when it comes down to it becoming a reality, something suddenly changes.
436060	437060	But why?
437060	441420	Well, transparency is scary.
441420	446200	Like that odd still screaming bear.
446200	452380	It's unpredictable.
452380	455740	Like this odd country road.
455740	458980	And it's also very risky.
458980	463220	What else is?
463220	464220	What else is risky?
464380	472500	Eating an entire bowl of Cool Whip.
472500	474140	That's very risky.
474140	478820	No, when I started talking to companies, you know, and telling them, you know, we wanted
478820	482500	to tell this story and they said, no, we want you to tell a story.
482500	483500	We want you to tell a story.
483500	486380	But we just want to tell our story.
486380	491460	See, when I was a kid and my father would catch me in some sort of a lie, there he is
491460	498380	giving me the look he often gave me, he would say, son, there's three sides to every story.
498380	500780	There's your story.
500780	502740	There's my story.
502740	503980	And there's the real story.
503980	507580	Now, you see, with this film, we wanted to tell the real story.
507580	510900	But with only one company, one agency willing to help me, and that's only because I knew
510900	516060	John Bond and Richard Kirshenbaum for years, I realized that I would have to go on my own.
516060	520260	I'd have to cut out the middleman and go to the companies myself, you know, myself with
520260	521260	all of my team.
521260	524620	So, what you suddenly started to realize, or what I started to realize, is that when
524620	527180	you started having conversations with these companies, the idea of understanding your
527180	529700	brand is a universal problem.
529700	533020	I have friends who make great big giant Hollywood films, and I have friends who make little
533020	535140	independent films like I make.
535140	537940	And the friends of mine who make big giant Hollywood movies say that the reason their
537940	541420	films are so successful is because of the brand partners that they have.
541420	544900	And then my friends who make small independent films say, well, how are we supposed to compete
544900	546580	with these big giant Hollywood movies?
546580	550340	And the movie is called The Greatest Movie Ever Sold.
550340	554380	So, now how specifically will we see band in the film?
554380	558300	Anytime I'm getting ready to go, anytime I open up my medicine cabinet, you will see
558300	559300	band deodorant.
559300	564900	Well, anytime I do an interview with someone, I could say, are you fresh enough for this
564900	565900	interview?
565900	566900	Are you ready?
566900	567900	You look a little nervous.
567900	571140	I want to help you calm down, so maybe you should put some on for the interview.
571140	575180	So, we'll offer one of these fabulous sets, whether it's a floral fusion or a paradise
575180	577020	winds, you know, they'll have their chance.
577020	581340	We will have them geared for both male or female, you know, solid roll on her stick,
581340	583340	whatever it may be.
583340	584740	That's the two cent tour.
584740	589040	So, now I can answer any of your questions and give you the five cent tour.
589040	593420	We are a smaller brand, much like you talked about being a smaller, you know, movie, we're
593420	597020	very much a challenger brand, so we don't have the budgets that other brands have.
597020	602260	So, doing things like this, you know, remind people about band is kind of why we're interested
602260	603260	in it.
603260	604860	What are the words that you would use to describe band?
604860	605860	Band is blank.
605860	620260	Technology is not the way you want to describe something somebody's putting in their armpit.
620260	625740	We talk about bold, fresh, I think fresh is a great word that really spins this category
625740	629500	into the positive versus the fights odor and wetness.
629500	630500	Right.
630500	631500	It keeps you fresh.
631500	634340	How do we keep you fresher, longer, better freshness, more freshness?
634340	639260	Three times fresher, things like that that are, you know, more of that positive benefit.
639260	642180	And that's a multimillion dollar corporation.
642180	643180	What about me?
643180	644180	What about a regular guy?
644180	645580	I need to go talk to the man on the street.
645580	649580	The people who are like me, the regular Joes, they need to tell me about my brand.
649580	655420	How would you guys describe your brand?
655420	656420	My brand?
656420	661260	I don't know, like, I like really nice clothes.
661260	666340	80s revival meets skater punk, unless it's laundry day.
666340	667340	Right.
667340	668340	What is brand Jerry?
668340	669340	Unique.
669340	670340	Unique.
670340	676020	I guess what kind of genre of style I am would be like dark glamour.
676020	679700	I like a lot of black colors, a lot of grays and stuff like that.
679700	686460	But usually I have an accessory like sunglasses or I like crystal and things like that, too.
686460	694300	If Dan were a brand, he might be a classic, convertible Mercedes Benz.
694300	698540	The brand that I am is, I would call it casual fly.
698540	702340	Part hippie, part yogi, part Brooklyn girl, I don't know.
702340	703340	I'm the pet guy.
703340	706420	I sell pet toys all over the country, all over the world.
706420	710300	So I guess that's my brand and my warped little industry.
710300	711340	That's my brand.
711340	714420	My brand is FedEx because I deliver the goods.
714420	717180	Failed writer alcoholic brand.
717180	718180	Is that something?
718180	724340	I'm a lawyer brand.
724340	725740	I'm Tom.
725740	731020	Well, we can't all be brand Tom, but I do often find myself at the intersection of dark
731020	734900	glamour and casual fly.
734900	736460	What I realized, I needed an expert.
736460	740380	I need somebody who could get inside my head, somebody who could really help me understand
740380	742500	what they call your brand personality.
742500	745860	And so I found a company called Olson's Altman in Pittsburgh, who they've helped companies
745860	749700	like Nestle, Febreze, Hallmark discover that brand personality.
749700	753180	If they could do it for them, surely they could do it for me.
753180	754340	You brought your pictures, right?
754340	755340	I did.
755340	758740	The very first picture is a picture of my family.
758740	761660	So tell me a little bit how it relates to your thoughts and feelings about who you are.
761660	764500	These are the people who shape the way I look at the world.
764500	765500	Tell me about this world.
765500	766500	This world?
766500	767500	Yeah.
767500	769060	I think your world is the world that you live in.
769060	772620	The people that are around you, your friends, your family, the way you live your life, the
772620	776940	job you do, all those things stemmed and started from one place, and for me, they stemmed and
776940	779060	started with my family in West Virginia.
779060	780180	What's the next one you want to talk about?
780180	782820	The next one, this is the best day ever.
782820	784700	How does this relate to thoughts and feelings about who you are?
784700	786580	It's like, who do I want to be?
786580	787820	I like things that are different.
787820	789620	I like things that are weird.
789620	790620	I like weird things.
790620	792140	Tell me about the Y phase.
792140	793500	What does that do for us?
793500	794500	What is the machete?
794500	795500	What pupa stage are you in now?
795500	796500	Why is it important to reboot?
796500	797500	What does the red represent?
797940	798940	Tell me a little bit about that heart.
798940	801940	Tell me a little bit about you that's not who you are now.
801940	803940	What are some other metamorphosis that you have?
803940	804940	You have to be feared.
804940	805940	What kind of roller coaster are you on?
805940	806940	Thank you.
806940	807940	Thank you.
807940	808940	Yeah, thanks for your patience.
808940	809940	Great job.
809940	810940	Yeah.
810940	811940	Thanks a lot.
811940	812940	All right.
812940	813940	Yeah.
813940	815500	I don't know what's going to come of this.
815500	817740	There was a whole lot of crazy going on in there.
817740	823340	The first thing we saw was this idea that you had two distinct but complementary sides
823340	825280	to your brand personality.
825280	828180	The Morgan Spurlock brand is a mindful play brand.
828180	832040	Those are juxtaposed very nicely together, and I think there's almost a paradox with
832040	833040	those.
833040	837740	I think some companies will just focus on one of their strengths or the other instead
837740	839080	of focusing on both.
839080	844920	Most companies tend to, it's human nature, to avoid things that they're not sure of,
844920	846340	avoid fear, those elements.
846340	849300	You really embrace those, and you actually turn them into positives for you.
849300	850340	It's a neat thing to see.
850340	852020	What other brands are like that?
852020	858820	The first one here is a classic Apple, and you can see here, too, Target, We, Mini from
858820	860700	Mini Coopers, and JetBlue.
860700	864660	There's playful brands and mindful brands, those sort of things that have come and gone,
864660	868400	but a playful, mindful brand is a pretty powerful thing.
868400	869500	A playful, mindful brand.
869500	870500	What is your brand?
870500	873260	If somebody asked you to describe your brand identity, your brand personality, what would
873260	874260	you be?
874260	875900	Are you an up attribute?
875900	878360	Are you something that gets the blood flowing?
878360	879500	Are you more of a down attribute?
879500	883260	Are you something that's a little more calm, reserved, conservative?
883260	889420	Up attributes are things like being playful, being fresh, like the Fresh Prince, contemporary,
889420	895860	adventurous, edgy or daring like Errol Flynn, nimble or agile, profane, domineering, magical
895860	898080	or mystical like Gandalf.
898080	899900	Are you more of a down attribute?
899900	902100	Are you mindful, sophisticated like 007?
902100	907220	Are you established, traditional, nurturing, protective, empathetic like the Oprah?
907220	913340	Are you reliable, stable, familiar, safe, secure, sacred, contemplative or wise like
913340	916340	the Dalai Lama or Yoda?
916340	922420	Over the course of this film, we had 500 plus companies who were up and down companies say
922420	923940	no, they didn't want any part of this project.
923940	927120	They wanted nothing to do with this film, mainly because they had no control.
927120	931220	They would have no control over the final product, but we did get 17 brand partners
931220	934420	who were willing to relinquish that control, who wanted to be in business with someone
934420	940420	as mindful and as playful as myself, and who ultimately empowered us to tell stories
940420	944300	that normally we wouldn't be able to tell, stories that an advertiser would normally
944300	946140	never get behind.
946140	950580	They enabled us to tell the story about neuromarketing as we got into telling the story in this film
950580	954820	about how now they're using MRIs to target the desire centers of your brain for both
954820	958300	commercials as well as movie marketing.
958300	961820	We went to San Paolo where they have banned outdoor advertising in the entire city.
961820	967520	For the past five years, there's no billboards, there's no posters, there's no flyers, nothing.
967520	971940	And we went to school districts where now companies are making their way into cash-strapped
971940	975700	schools all across America.
975700	979020	What's incredible for me is the projects that I've gotten the most feedback out of, or I've
979020	981900	had the most success, and are ones where I've interacted with things directly.
981900	983540	And that's what these brands did.
983540	984700	They cut out the middleman.
984700	988300	They cut out their agencies and said, maybe these agencies don't have my best interests
988300	989300	in mind.
989300	991260	I'm going to deal directly with the artist.
991260	994500	I'm going to work with him to create something different, something that's going to get people
994500	997220	thinking, that's going to challenge the way we look at the world.
997220	998400	And how has that been for them?
998400	999400	Has it been successful?
999400	1002740	Well, since the film premiered at the Sundance Film Festival, let's just take a look.
1002740	1006660	According to Burrells, the movie premiered in January, and since then, and this isn't
1006660	1010860	even the whole thing, we've had more than 900 million media impressions for this film.
1010860	1012900	That's literally covering just like a two and a half week period.
1012900	1015440	That's only online, no print, no TV.
1015440	1016900	The film hasn't even been distributed yet.
1016900	1017980	It's not even online.
1017980	1019100	It's not even streaming.
1019100	1021980	It's not even been out into other foreign countries yet.
1021980	1027140	So ultimately, this film has already started to gain a lot of momentum, and not bad for
1027140	1032680	a project that almost every ad agency we talk to advise their clients not to take part.
1032680	1036620	What I always believe is that if you take chances, if you take risks, that in those
1036620	1038600	risks will come opportunity.
1038600	1043340	I believe that when you push people away from that, you're pushing them more towards failure.
1043340	1047220	I believe that when you train your employees to be risk averse, then you're preparing your
1047220	1050420	whole company to be reward challenged.
1050420	1054100	I feel like that what has to happen moving forward is we need to encourage people to
1054100	1055420	take risks.
1055420	1059140	We need to encourage people to not be afraid of opportunities that may scare them.
1059140	1062740	Ultimately, moving forward, I think we have to embrace fear.
1062740	1072420	We've got to put that bear in a cage.
1072420	1073420	Embrace fear.
1073420	1075620	Embrace risk.
1075620	1081580	One big spoonful at a time, we have to embrace risk, and ultimately, we have to embrace transparency.
1081580	1086380	Today, more than ever, a little honesty is going to go a long way.
1086380	1091660	And that being said, through honesty and transparency, my entire talk, Embrace Transparency, has
1091660	1099740	been brought to you by my good friends at EMC, who for $7,100 bought the naming rights
1099740	1117060	on eBay, EMC turning big data into big opportunity for organizations all over the world.
1117060	1120100	EMC presents Embrace Transparency.
1120100	1121100	Thank you very much, guys.
1121100	1122100	Thank you.
1122100	1123100	Thank you.
1123100	1124100	Thank you.
1124100	1125100	Thank you.
1125100	1126100	Thank you.
1126100	1127100	Thank you.
1127100	1128100	Thank you.
1128100	1129100	Thank you.
1129100	1142540	So Morgan, in the name of transparency, what exactly happened to that $7,100?
1142540	1144820	That is a fantastic question.
1144820	1150660	I have in my pocket a check made out to the parent organization of the TED Foundation,
1150660	1155740	the Sapling Foundation, a check for $7,100 to be applied towards my attendance for next
1155740	1156260	year's TED.
