start	end	text
316380	320760	The faces in the audience were very serious and attentive.
320760	325280	The leader of the Congress came up on stage and said, Professor Romer, thank you very
325280	330300	much for our lecture, but maybe we could watch the TED Talk.
330300	333720	I've got it here on my laptop.
333720	338700	So I sat down, and they played the TED Talk, and it got to the essence, which is that a
338700	341700	new city could offer new choices for people.
341700	345940	There'd be a choice of a city you could go to, which could be in Honduras, instead of
345940	348260	hundreds of miles away in the north.
348260	352380	And it also involved new choices for leaders, because the leaders in the government there
352380	356500	in Honduras would need help from partner countries or could benefit from partner countries who
356500	362220	help them set up the rules in this charter and the enforcement so everybody can trust
362400	365120	that the charter really will be enforced.
365120	370740	And the insight of President Lobo was that that assurance of enforcement that I was thinking
370740	375000	about as a way to get the foreign investors to come in and build the city could be equally
375000	379720	important for all the different parties in Honduras who had suffered for so many years
379720	382600	from fear and distrust.
382600	384040	We went and looked at a site.
384040	385040	This picture is from there.
385040	388800	It easily could hold 1,000 square kilometers.
388800	394780	And shortly thereafter, on January 19th, they voted in the Congress to amend their constitution
394780	398780	to have a constitutional provision that allows for special development regions.
398780	403100	In a country which had just gone through this wrenching crisis, the vote in the Congress
403100	407980	in favor of this constitutional amendment was 124 to 1.
407980	411360	All parties, all factions in society backed this.
411360	414140	To be part of the Constitution, you actually have to pass it twice in the Congress.
414140	419840	On February 17th, they passed it again with another vote of 114 to 1.
419840	426280	Immediately after that vote, on February 21st to the 24th, a delegation of about 30 Hondurans
426280	430520	went to the two places in the world that are most interested in getting into the city building
430520	431880	business.
431880	433280	One is South Korea.
433280	437220	This is a picture of a big new city center that's being built in South Korea, bigger
437220	439140	than downtown Boston.
439140	442600	Everything you see there was built in four years after they spent four years getting
442600	444660	the permits.
444660	447420	The other place that's very interested in city building is Singapore.
447420	451600	They've actually built two cities already in China and are preparing the third.
451600	454540	So if you think about this practically, here's where we are.
454540	455820	They've got a site.
455820	458540	They're already thinking about the site for the second city.
458540	462940	They're putting place a legal system that could allow for managers to come in and also
462940	464240	an external legal system.
464240	468180	One country has already volunteered to let its Supreme Court be the court of final appeal
468180	470400	for the new judicial system there.
470400	473640	There's designers and builders of cities who are very interested.
473640	476080	They even can bring with them some financing.
476080	479980	But the one thing you know that they've already solved is that there's lots of tenants.
479980	483700	There's lots of businesses that would like to locate in the Americas, especially in a
483700	485520	place with a free trade zone.
485520	488220	And there's lots of people who'd like to go there.
488220	492100	Around the world, there's 700 million people who say they'd like to move permanently someplace
492100	493380	else right now.
493380	497340	There's a million a year who leave Latin America to go to the United States.
497360	501440	Many of these are a father who has to leave his family behind to go get a job, sometimes
501440	506080	a single mother who has to go to get enough money to even pay for food or clothing.
506080	510360	Sadly, sometimes there are even children who are trying to get reunited with their parents
510360	514920	that they haven't seen in some cases for a decade.
514920	519480	So what kind of an idea is it to think about building a brand new city in Honduras or to
519480	523200	build a dozen of these or a hundred of these around the world?
523200	528300	What kind of an idea is it to think about insisting that every family have a choice
528300	533820	of several cities that are competing to attract new residents?
533820	536280	This is an idea worth spreading.
536280	539380	My friends from Honduras asked me to say, thank you, Ted.
