start	end	text
490380	496720	to restore health from disease. I wanted us to live long and healthy lives. Evolution
496720	503660	is all about passing on the genome to the next generation, adapting and surviving through
503660	510060	generation after generation. From an evolutionary point of view, you and I are like the booster
510060	514980	rockets designed to send the genetic payload into the next level of orbit and then drop
514980	521100	off into the sea. I think we would all understand the sentiment that Woody Allen expressed when
521100	526020	he said, I don't want to achieve immortality through my work. I want to achieve it through
526020	535640	not dying. Evolution does not necessarily favor the longest lived. It doesn't necessarily
535640	541060	favor the biggest or the strongest or the fastest and not even the smartest. Evolution
541060	550900	favors those creatures best adapted to their environment. That is the sole test of survival
550900	557260	and success. At the bottom of the ocean, bacteria that are thermophilic and can survive
557260	562540	at the steam vent heat that would otherwise produce if fish were there, sous vide cooked
562540	571940	fish, nevertheless have managed to make that a hospitable environment for them. So what
571940	578640	does this mean as we look back at what has happened in evolution and as we think about
578640	586400	the place again of humans in evolution and particularly as we look ahead to the next
586400	596400	phase? I would say that there are a number of possibilities. The first is that we will
596400	604800	not evolve. We have reached a kind of equipoise. And the reasoning behind that would be first,
604800	609920	we have through medicine managed to preserve a lot of genes that would otherwise be selected
609920	616560	out and be removed from the population. And secondly, we as a species have so configured
616560	623720	our environment that we have managed to make it adapt to us as well as we adapt to it.
623720	629200	And by the way, we immigrate and circulate and intermix so much that you can't any longer
629200	637240	have the isolation that is necessary for evolution to take place. A second possibility
637240	645240	is that there will be evolution of the traditional kind, natural, imposed by the forces of nature.
645240	652720	And the argument here would be that the wheels of evolution grind slowly but they are inexorable.
652720	657720	And as far as isolation goes, when we as a species do colonize distant planets, there
657760	663640	will be the isolation and the environmental changes that could produce evolution in the
663640	671400	natural way. But there's a third possibility, an enticing, intriguing, and frightening possibility.
671400	678720	I call it neo-evolution, the new evolution that is not simply natural but guided and
678720	686840	chosen by us as individuals in the choices that we will make. Now, how could this come
686960	695480	about? How could it be possible that we would do this? Consider first the reality that people
695480	701240	today in some cultures are making choices about their offspring. They're in some cultures
701240	706640	choosing to have more males than females. It's not necessarily good for the society
706640	714640	but it's what the individual and the family are choosing. Think also if it were possible,
714760	721760	ever, for you not simply to choose the sex of your child but for you in your body to
723120	729760	make the genetic adjustments that would cure or prevent diseases. What if you could make
729760	736200	the genetic changes to eliminate diabetes or Alzheimer's or reduce the risk of cancer
736200	743200	or eliminate stroke? Wouldn't you want to make those changes in your genes? If we look
744720	753520	ahead, these kind of changes are going to be increasingly possible. The Human Genome
753520	764840	Project started in 1990 and it took 13 years. It cost $2.7 billion. The year after it was
764840	773200	finished in 2004, you could do the same job for $20 million in three to four months. Today,
773200	777280	you can have a complete sequence of the three billion base pairs in the human genome at
777280	783820	a cost of about $20,000 and in the space of about a week. It won't be very long before
783820	789660	the reality will be the $1,000 human genome and it will be increasingly available for
789660	796660	everyone. Just a week ago, the National Academy of Engineering awarded its Draper Prize to
797660	803660	Francis Arnold and Willem Stemmer II, scientists who independently developed techniques to
803660	809660	encourage the natural process of evolution to work faster and to lead to desirable proteins
809660	816660	in a more efficient way, what Francis Arnold calls directed evolution. A couple of years
816660	823660	ago, the Lasker Prize was awarded to the scientist Shinya Yamanaka for his research in which
823660	830660	he took an adult skin cell, a fibroblast, and by manipulating just four genes, he induced
832000	839000	that cell to revert to a pluripotential stem cell, a cell potentially capable of becoming
840180	847180	any cell in your body. These changes are coming. The same technology that has produced the
847380	853440	human insulin and bacteria can make viruses that will not only protect you against themselves
853440	858580	but induce immunity against other viruses. Believe it or not, there's an experimental
858580	865580	trial going on with vaccine against influenza that has been grown in the cells of a tobacco
865900	872900	plant. Can you imagine something good coming out of tobacco? These are all reality today
873500	880500	and the future will be ever more possible. Imagine then just two other little changes.
881480	886360	You can change the cells in your body, but what if you could change the cells in your
886360	892120	offspring? What if you could change the sperm and the ova or change the newly fertilized
892120	898480	egg and give your offspring a better chance at a healthier life? Eliminate the diabetes,
898480	903760	eliminate the hemophilia, reduce the risk of cancer. Who doesn't want healthier children?
903780	910780	And then that same analytic technology, that same engine of science that can produce the
910900	917900	changes to prevent disease will also enable us to adopt super attributes, hyper capacities,
922020	926900	that better memory. Why not have the quick wit of a Ken Jennings, especially if you can
926900	932560	augment it with the next generation of the Watson machine? Why not have the quick twitch
932580	939580	muscle that will enable you to run faster and longer? Why not live longer? These will
941020	947680	be irresistible and when we are at a position where we can pass it on to the next generation
947680	954680	and we can adopt the attributes we want, we will have converted old style evolution into
956980	961780	neo evolution. We'll take a process that normally might require a hundred thousand years and
961800	968720	we can compress it down to a thousand years and maybe even in the next 100 years. These
968720	975720	are choices that your grandchildren or their grandchildren are going to have before them.
976920	983920	Will we use these choices to make a society that is better, that is more successful, that
984600	991600	is kinder or will we selectively choose different attributes that we want for some of us and
991700	998700	not for others of us? Will we make a society that is more boring and more uniform or more
999680	1005660	robust and more versatile? These are the kinds of questions that we will have to face and
1005660	1012660	most profoundly of all, will we ever be able to develop the wisdom and to inherit the wisdom
1013400	1018660	that we'll need to make these choices wisely? For better or worse and sooner than you may
1018660	1023720	think, these choices will be up to us. Thank you.
