start	end	text
241700	245840	Now if you do the math, people were at least six times more likely to buy a jar of jam
245840	250460	if they encountered six than if they encountered 24.
250460	254400	Now choosing not to buy a jar of jam is actually probably good for us, at least it's good for
254400	255600	our waistlines.
255600	261080	But it turns out that this choice overload problem affects us even in very consequential
261080	262080	decisions.
262080	266960	We choose not to choose even when it goes against our best self-interests.
266960	270400	So now for the topic of today, financial savings.
270400	274600	This is a study that I did with, now I'm going to describe to you a study I did with Gur
274600	281400	Huberman, Amir Kaminika, Wei Zhang, where we looked at the retirement savings decisions
281440	288440	of nearly a million Americans from about 650 plans, all in the US.
289360	294320	And what we looked at was whether the number of fund offerings available in a retirement
294320	301320	savings plan, the 401k plan, does that affect people's likelihood to save more for tomorrow.
301680	305780	And what we found was that indeed there was a correlation.
305780	311260	So in these plans, we had about 657 plans that ranged from offering people anywhere
311260	314580	from two to 59 different fund offerings.
314580	320340	And what we found was that the more funds offered, indeed there was less participation
320340	321340	rates.
321340	325900	So if you look at the extremes, those plans that offered you two funds, participation
325900	330420	rates were around in the mid 70s, still not as high as we want it to be.
330420	335820	In those plans that offered nearly 60 funds, participation rates have now dropped to about
335820	338740	60 percentile.
338740	344780	Now it turns out that even if you do choose to participate, when there are more choices
344780	349660	present, even then it has negative consequences.
349660	354540	So for those people who did choose to participate, the more choices available, the more likely
354540	359180	people were to completely avoid stocks or equity funds.
359180	363340	The more choices available, the more likely they were to put all their money in pure money
363340	364740	market accounts.
364740	369620	Now neither of these extreme decisions are the kinds of decisions that any of us would
369620	374580	recommend for people when you're considering their future financial well-being.
374580	379620	Well over the past decade, we have observed three main negative consequences to offering
379620	382600	people more and more choices.
382600	387460	They're more likely to delay choosing, procrastinate, even when it goes against their best self-interest.
387460	391700	They're more likely to make worse choices, worse financial choices, medical choices.
391700	396100	They're more likely to choose things that make them less satisfied, even when they do
396100	397980	objectively better.
397980	403740	The main reason for this is because, well, we might enjoy gazing at those giant walls
403740	408420	of mayonnaises, mustards, vinegars, jams, but we can't actually do the math of comparing
408420	413240	and contrasting and actually picking from that stunning display.
413240	419080	So what I want to propose to you today are four simple techniques, techniques that we
419080	424720	have tested in one way or another in different research venues, that you can easily apply
424720	426780	in your businesses.
426780	429760	The first, cut.
429760	435440	You've heard it said before, but it's never been more true than today that less is more.
435440	438160	People are always upset when I say cut.
438160	440400	They're always worried they're going to lose shelf space.
440400	445000	And in fact, what we're seeing more and more is that if you are willing to cut, get rid
445000	449840	of those extraneous redundant options, well, there's an increase in sales.
449840	451480	There's a lowering of costs.
451480	455400	There's an improvement of the choosing experience.
455400	459680	When Procter and Gamble went from 26 different kinds of head and shoulders to 15, they saw
459680	462200	an increase in sales by 10%.
462200	466480	When the Golden Cat Corporation got rid of their 10 worst selling cat litter products,
466480	469800	they saw an increase in profits by 87%.
469800	474160	A function of both increase in sales and lowering of costs.
474160	477800	You know, the average grocery store today offers you 45,000 products.
477800	481360	The typical Walmart today offers you 100,000 products.
481360	488920	But the ninth, the ninth largest retailer, the ninth biggest retailer in the world today
488920	492820	is Aldi's, and it offers you only 1,400 products.
492820	496280	One kind of canned tomato sauce.
496280	500040	Now in the financial savings world, I think one of the best examples that has recently
500040	504760	come out on how to best manage the choice offerings has actually been something that
504760	509800	David Laibson was heavily involved in designing, which is the program that they have at Harvard.
509800	514320	Every single Harvard employee is now automatically enrolled in the lifecycle fund.
514320	521120	For those people who actually want to choose, they're given 20 funds, not 300 or more funds.
521120	525400	You know, often people say, I don't know how to cut.
525400	526640	They're all important choices.
526640	531500	And the first thing I do is I ask the employees, tell me how these choices are different from
531500	532500	one another.
532500	537000	And if your employees can't tell them apart, neither can your consumers.
537000	542020	Now before we started our session this afternoon, I had a chat with Gary.
542020	548080	And Gary said that he would be willing to offer people in this audience an all expenses
548080	552640	paid free vacation to the most beautiful road in the world.
553640	556640	Here's a description of the road.
556640	560640	And I'd like you to read it, and now I'll give you a few seconds to read it.
560640	566640	And then I want you to clap your hands if you're ready to take Gary up on his offer.
566640	572640	Anybody who's ready to take him up on his offer, is that all?
572640	577640	All right, let me show you some more about this.
578640	581640	You guys knew there was a trick, didn't you?
587640	590640	Now who's ready to go on this trip?
593640	597640	I think I might have actually heard more hands.
597640	598640	All right.
598640	604640	Now, in fact, you had objectively more information the first time around than the second time
604640	608640	around, but I would venture to guess that you felt that it was more real the second
608640	614640	time around, because the pictures made it feel more real to you.
614640	618640	Which brings me to the second technique for handling the choice overload problem, which
618640	620640	is concretization.
620640	625640	That in order for people to understand the differences between the choices, they have
625640	630640	to be able to understand the consequences associated with each choice, and that the
630640	635640	consequences need to be felt in a vivid sort of way, in a very concrete way.
635640	641640	Why do people spend an average of 15 to 30 percent more when they use an ATM card or
641640	643640	a credit card as opposed to cash?
643640	646640	Because it doesn't feel like real money.
646640	651640	And it turns out that making it feel more concrete can actually be a very positive tool
651640	653640	to use in getting people to save more.
653640	659640	So a study that I did with Shlomi Banarzi and Alessandro Privitero, we looked at, we
659640	665640	did a study with people at ING, employees that are all working at ING, and now these
665640	670640	people were all in a session where they're doing enrollment for their 401K plan.
670640	674640	And during that session, we kept the session exactly the way it used to be, but we added
674640	677640	one little thing.
677640	682640	The one little thing we added was we asked people to just think about all the positive
682640	687640	things that would happen in your life if you saved more.
687640	692640	By doing that simple thing, there was an increase in enrollment by 20 percent, and
692640	696640	there was an increase in the amount of people that were willing to save in terms of the
696640	701640	amount that they were willing to put down into their savings account by 4 percent.
701640	703640	The third technique, categorization.
703640	708640	You know, we can handle more categories than we can handle choices.
708640	712640	So, for example, here's a study we did in a magazine aisle.
712640	716640	Turns out that in Wegeman's grocery stores up and down the northeast corridor, the magazine
716640	723640	aisles range anywhere from 331 different kinds of magazines all the way up to 664.
723640	725640	But you know what?
725640	732640	If I show you 600 magazines and I divide them up into 10 categories versus I show you 400
732640	738640	magazines and divide them up into 20 categories, you believe that I have given you more choice
738640	743640	and a better choosing experience if I gave you the 400 than if I gave you the 600.
743640	746640	Because the categories tell me how to tell them apart.
748640	751640	Here are two different jewelry displays.
751640	754640	One is called Jazz and the other one is called Swing.
754640	761640	If you think the display on the left is Swing and the display on the right is Jazz, clap your hands.
764640	765640	Okay, there's some.
765640	770640	If you think the one on the left is Jazz and the one on the right is Swing, clap your hands.
770640	772640	Okay, a bit more.
772640	774640	Now it turns out you're right.
774640	777640	The one on the left is Jazz and the one on the right is Swing, but you know what?
777640	781640	This is a highly useless categorization scheme.
783640	789640	You know, the categories need to say something to the chooser, not the choice maker.
789640	794640	And you often see that problem when it comes down to those long lists of all these funds.
794640	797640	Who are they actually supposed to be informing?
798640	801640	My fourth technique, condition for complexity.
801640	805640	It turns out we can actually handle a lot more information than we think we can.
805640	807640	We just gotta take it a little easier.
807640	810640	We gotta gradually increase the complexity.
810640	813640	I'm gonna show you one example of what I'm talking about.
813640	817640	Let's take a very, very complicated decision buying a car.
817640	822640	Here's a German car manufacturer that gives you the opportunity to completely custom make your car.
822640	826640	You're gonna make 60 different decisions, completely make up your car.
826640	830640	Now these decisions vary in the number of choices that they offer per decision.
830640	834640	Car colors, exterior car colors, I've got 56 choices.
834640	837640	Engine, gear shift, four choices.
837640	843640	So now what I'm going to do is I'm going to vary the order in which these decisions appear.
843640	849640	So half of the customers are gonna go from high choice, 56 car colors, to low choice, four gear shifts.
849640	857640	The other half of the customers are gonna go from low choice, four gear shifts, to 56 car colors, high choice.
857640	859640	What am I going to look at?
859640	862640	It's not how engaged you are.
862640	866640	If you keep hitting the default button per decision, that means you're getting overwhelmed.
866640	869640	That means I'm losing you.
869640	875640	What you find is the people that go from high choice to low choice, they're hitting that default button over and over and over again.
875640	877640	We're losing them.
877640	881640	They go from low choice to high choice, they're hanging in there.
881640	883640	It's the same information.
883640	885640	It's the same number of choices.
885640	890640	The only thing that I have done is I have varied the order in which that information is presented.
890640	894640	If I start you off easy, I learn how to choose.
894640	903640	Even though choosing gear shift doesn't tell me anything about my preferences for interior decor, it still prepares me for how to choose.
903640	910640	It also gets me excited about this big product that I'm putting together, so I'm more willing to be motivated to be engaged.
910640	912640	So let me recap.
912640	918640	I have talked about four techniques for mitigating the problem of choice overload.
918640	921640	Cut, get rid of the extraneous alternatives.
921640	924640	Conquer ties, make it real.
924640	928640	Categorize, we can handle more categories, less choices.
928640	931640	Condition for complexity.
931640	938640	All of these techniques that I'm describing to you today are designed to help you manage your choices better for you.
938640	940640	You can use them on yourself.
940640	942640	Better for the people that you are serving.
942640	949640	Because I believe that the key to getting the most from choice is to be choosy about choosing.
949640	955640	And the more we're able to be choosy about choosing, the better we will be able to practice the art of choosing.
955640	957640	Thank you very much.
