start	end	text
331560	336960	She opened a computer store, then studied to be a beautician and opened another business.
336960	341680	And the women came with their stories about men who could not make the transition, angry
341680	346600	and inflexible and troubled children caught between two worlds.
346600	351320	Grants and sponsors were sought, centres were established.
351320	353540	I lived in parallel worlds.
353540	360040	In one, I was the classic Asian student, relentless in the demands I made on myself.
360040	365060	In the other, I was enmeshed in lives that were precarious, tragically scarred by violence,
365140	368140	drug abuse and isolation.
368140	370220	But so many over the years were helped.
370220	374740	And for that work, when I was a final year law student, I was chosen as the Young Australian
374740	375740	of the Year.
375740	379760	And I was catapulted from one piece of the jigsaw to another.
379760	382260	And their edges didn't fit.
382260	388260	Tarnley, anonymous Footscray resident, was now Tarnley refugee and social activist, invited
388260	393780	to speak in venues she had never heard of and into homes whose existence she could never
393780	395680	have imagined.
395680	397760	I didn't know the protocols.
397760	400500	I didn't know how to use the cutlery.
400500	403220	I didn't know how to talk about wine.
403220	406820	I didn't know how to talk about anything.
406820	413700	I wanted to retreat to the routines and comfort of life in an unsung suburb, a grandmother,
413700	419620	a mother and two daughters, ending each day as they had for almost 20 years, telling one
419620	424820	another the story of their day and falling asleep, the three of us still in the same
424820	427540	bed.
427540	431260	I told my mother I couldn't do it.
431260	437060	She reminded me that I was now the same age she had been when we boarded the boat.
437060	440460	No had never been an option.
440460	444660	Just do it, she said, and don't be what you're not.
444660	449540	So I spoke out on youth unemployment and education and the neglect of the marginalised and
449580	456620	disenfranchised, and the more candidly I spoke, the more I was asked to speak.
456620	461540	I met people from all walks of life, so many of them doing the thing they loved, living
461540	464060	on the frontiers of possibility.
464060	469620	And even though I finished my degree, I realised I could not settle into a career in law.
469620	473400	There had to be another piece of the jigsaw.
473400	480240	And I realised at the same time that it is okay to be an outsider, a recent arrival,
480240	487200	new on the scene, and not just okay, but something to be thankful for, perhaps a gift from the
487200	494080	boat, because being an insider can so easily mean collapsing the horizons, can so easily
494080	498320	mean accepting the presumptions of your province.
498320	502560	I had stepped outside my comfort zone enough now to know that yes, the world does fall
502600	506000	apart, but not in the way that you fear.
506000	510480	Possibilities that would not have been allowed were outrageously encouraged.
510480	517800	There was an energy there, an implacable optimism, a strange mixture of humility and daring.
517800	519400	So I followed my hunches.
519400	524040	I gathered around me a small team of people for whom the label, it can't be done, was
524040	526840	an irresistible challenge.
526840	528880	For a year we were penniless.
528880	533360	At the end of each day I made a huge pot of soup which we all shared.
533360	536000	We worked well into each night.
536000	542920	Most of our ideas were crazy, but a few were brilliant and we broke through.
542920	549200	I made the decision to move to the US after only one trip, my hunches again.
549200	555320	Three months later I had relocated and the adventure has continued.
555320	559520	Before I close though, let me tell you about my grandmother.
559520	564200	She grew up at a time when Confucianism was the social norm and the local Mandarin was
564200	566560	the person who mattered.
566560	569560	Life hadn't changed for centuries.
569560	573160	Her father died soon after she was born.
573160	576160	Her mother raised her alone.
576160	582220	At 17 she became the second wife of a Mandarin whose mother beat her.
582220	587600	With no support from her husband, she caused a sensation by taking him to court and prosecuting
587600	598500	her own case, and a far greater sensation when she won.
598500	603980	It can't be done was shown to be wrong.
603980	612480	I was taking a shower in a hotel room in Sydney the moment she died, 600 miles away in Melbourne.
612480	616600	I looked through the shower screen and saw her standing on the other side.
616600	619400	I knew she had come to say goodbye.
619400	622680	My mother phoned minutes later.
622680	628400	A few days later we went to a Buddhist temple in Footscray and sat around her casket.
628400	633200	We told her stories and assured her that we were still with her.
633200	638860	At midnight, the monk came and told us he had to close the casket.
638860	642060	My mother asked us to feel her hand.
642060	649260	She asked the monk, why is it that her hand is so warm and the rest of her is so cold?
649260	653120	Because you have been holding it since this morning, he said.
653120	657720	You have not let it go.
657720	662680	If there is a sinew in our family, it runs through the women.
662680	667260	Given who we were and how life had shaped us, we can now see that the men that might
667260	670820	have come into our lives would have thwarted us.
670820	674080	Defeat would have come too easily.
674080	679240	Now I would like to have my own children and I wonder about the boat.
679240	682500	Who could ever wish it on their own?
682500	687980	Yet I am afraid of privilege, of ease, of entitlement.
687980	692960	Can I give them a bow in their lives, dipping bravely into each wave?
692960	700800	The unperturbed and steady beat of the engine, the vast horizon that guarantees nothing.
700800	706800	I don't know, but if I could give it and still see them safely through, I would.
717980	725360	And also, Han's mother is here today in the fourth of February.
